exp_id,parent_id,date,approach,change,tier,n_features,cv_mean,cv_std,folds,delta,significant,lb,runtime_min,seed,config,verdict,gini_pred,total_rel_err,best_iters,notes
e0073,e0049,2026-08-13T00:26:10,gbdt_direct,train on the most RECENT 18 anchors only (max_train_anchors=18),confirm,665,1.76548,0.02156,"[1.77312, 1.794, 1.77715, 1.75088, 1.73225]",-0.16314,yes,,90.6,0,configs/e0073_recent18.yaml,,0.7723,-0.5921,"[178, 178, 178, 178, 178]","my_hypothesis.txt #1 -- recent data is more representative of the test period. BACKLOG e0012 (never run). Level correction is dead (k*=0.990, mean term 0.01% of RMSLE^2), so this tests the RELATIONSHIP going stale, not the level."
e0080,e0049,2026-08-13T01:44:16,gbdt_direct,"+funnel block: the 10 raw columns the pipeline never ingested (search/catalogue funnel, conversion ratios)",confirm,819,1.76547,0.02139,"[1.7729, 1.79373, 1.77718, 1.75105, 1.73248]",-0.16315,yes,,168.7,0,configs/e0080_funnel.yaml,,0.7726,-0.5912,"[178, 178, 178, 178, 178]",search_to_ord Spearman 0.5668 vs to_ord 0.5731 at anchor 2025-10-16; 10 unused cols add +0.00489 incremental R^2 over the 4 used ones (linear proxy). gmv_search/gmv_cat gave GMV by channel; these give ORDER COUNTS by channel + conversion rates.
e0090,e0049,2026-08-16T11:26:30,gbdt_direct,"Optuna-tuned LightGBM hyperparameters (84+84 trials, two-tier); first tuning in ~90 experiments",confirm,665,1.76469,0.02163,"[1.77273, 1.79314, 1.77643, 1.74961, 1.73153]",-0.16393,yes,,144.3,0,configs/e0090_tuned.yaml,,0.7736,-0.589,"[587, 587, 587, 587, 587]","trial68(screen 1.75269); confirm CV 1.76469, delta -0.00082 vs e0049, wins 5/5, last-fold delta -0.00086 (LARGER than the mean, so the gain does not decay toward the test period). rounds 587 = 178*0.05/lr. The v2 widened space gained only -0.00005 on screen and its lr/min_data_in_leaf optima are interior, so v1 was truncated but already at the optimum."
e0091,e0049,2026-08-16T20:46:53,gbdt_direct,"Optuna-tuned LightGBM, widened v2 search space (lr/min_data_in_leaf/feature_fraction were truncated in v1)",confirm,665,1.76456,0.02167,"[1.77275, 1.793, 1.77629, 1.74943, 1.7313]",-0.16406,yes,,144.1,0,configs/e0091_tuned2.yaml,,0.7739,-0.5891,"[894, 894, 894, 894, 894]","trial83(screen 1.75264). Confirm CV 1.76456, delta -0.00095 vs e0049, wins 5/5, last-fold delta -0.00109 -- LARGER than the mean, so the gain does not decay toward the test cut-off. Beats the v1 winner (1.76469) by -0.00013 even though the SCREEN gap was only -0.00005: screen deltas do not scale linearly to confirm deltas. v1 had lr/min_data_in_leaf/feature_fraction pinned against its walls; v2 optima are interior."
e0100,e0000_naive_geo3,2026-08-13T11:00:47,nn_seq,"seq baseline: causal dilated TCN (d128, 8 blocks, RF 511d) on the 13-channel raw daily panel, dense per-day supervision",confirm,13,1.76775,0.02052,"[1.77672, 1.79449, 1.77726, 1.75502, 1.73525]",-0.16087,yes,,8.7,0,configs/e0100_seq_tcn.yaml,,0.777,-0.5411,"[[1.85621, 1.78389, 1.77715, 1.7746, 1.7709, 1.76779, 1.76792, 1.76586, 1.76386, 1.76233, 1.76092, 1.76035], [1.85892, 1.78262, 1.77556, 1.77183, 1.76998, 1.76842, 1.76716, 1.76582, 1.76406, 1.76265, 1.76143, 1.76082], [1.86428, 1.78287, 1.77882, 1.77579, 1.77352, 1.77204, 1.77059, 1.76926, 1.76812, 1.76655, 1.76554, 1.76496], [1.87234, 1.78965, 1.78336, 1.78042, 1.77782, 1.77697, 1.7754, 1.77382, 1.77266, 1.77151, 1.77061, 1.77005], [1.86477, 1.78683, 1.77961, 1.7766, 1.77495, 1.77327, 1.77239, 1.77049, 1.76952, 1.76839, 1.76756, 1.76699]]","First run of a new approach. Reported as tier=screen because the epoch count has not yet been calibrated against anything -- the number to read off this run is the wall-clock and the shape of the loss curve, not the CV. The confirm-tier run fixes epochs first.
"
e0101,e0100,2026-08-13T10:56:43,nn_seq,"backbone tcn -> gru (2 layers, d128), everything else identical to e0100",confirm,13,1.76458,0.0211,"[1.77291, 1.79298, 1.77464, 1.74997, 1.7324]",-0.16404,yes,,3.7,0,configs/e0101_seq_gru.yaml,,0.7722,-0.584,"[[1.85099, 1.77739, 1.77161, 1.77016, 1.76717, 1.76523, 1.76344, 1.76123, 1.75871, 1.75625, 1.75412, 1.75296], [1.84949, 1.77671, 1.77021, 1.76955, 1.76719, 1.76601, 1.7638, 1.76234, 1.76001, 1.75802, 1.75623, 1.7552], [1.85663, 1.77726, 1.77499, 1.77291, 1.77063, 1.76966, 1.76811, 1.76674, 1.76472, 1.76319, 1.76166, 1.76081], [1.86342, 1.78497, 1.7785, 1.77825, 1.7757, 1.77446, 1.77368, 1.77201, 1.77014, 1.76874, 1.76747, 1.76674], [1.85758, 1.78065, 1.77749, 1.77442, 1.77297, 1.7723, 1.77126, 1.76913, 1.76807, 1.7668, 1.76593, 1.76529]]",diversity member; GRU is the literature default at this data scale (reports/papers_part3_sequence.md)
e0101s1,e0101,2026-08-13T11:14:32,nn_seq,"e0101 replicate, seed 1 -- seq noise-floor measurement",confirm,13,1.76479,0.02093,"[1.77279, 1.79289, 1.775, 1.75061, 1.73267]",-0.16383,yes,,3.7,1,configs/e0101s1_seed.yaml,,0.7723,-0.5842,"[[1.86411, 1.77773, 1.77268, 1.76923, 1.76788, 1.76644, 1.7632, 1.76152, 1.75827, 1.75585, 1.7537, 1.7525], [1.86808, 1.77649, 1.77179, 1.76872, 1.76816, 1.76622, 1.76409, 1.76185, 1.76004, 1.75783, 1.75611, 1.75508], [1.86809, 1.77796, 1.77554, 1.77239, 1.7716, 1.76942, 1.76793, 1.76625, 1.76455, 1.76286, 1.76136, 1.76046], [1.87379, 1.78288, 1.7795, 1.77679, 1.77613, 1.77446, 1.77307, 1.77154, 1.76992, 1.76837, 1.76708, 1.76634], [1.87382, 1.77869, 1.77577, 1.77392, 1.77295, 1.77151, 1.77082, 1.76912, 1.76761, 1.76638, 1.76526, 1.76463]]",sigma_noise for nn_seq; also a multi-seed ensemble member
e0101s2,e0101,2026-08-13T11:14:32,nn_seq,"e0101 replicate, seed 2 -- seq noise-floor measurement",confirm,13,1.76514,0.02114,"[1.77379, 1.79338, 1.77529, 1.75037, 1.73287]",-0.16348,yes,,3.7,2,configs/e0101s2_seed.yaml,,0.7723,-0.5816,"[[1.83376, 1.77556, 1.773, 1.76891, 1.76711, 1.76567, 1.76329, 1.76092, 1.75779, 1.75498, 1.75245, 1.75105], [1.83503, 1.77488, 1.77132, 1.76874, 1.76711, 1.76556, 1.76351, 1.76181, 1.75928, 1.75706, 1.75507, 1.75383], [1.84106, 1.778, 1.77447, 1.77136, 1.77082, 1.76926, 1.76824, 1.76564, 1.76364, 1.76171, 1.75991, 1.75898], [1.85053, 1.78215, 1.77947, 1.7775, 1.77565, 1.77403, 1.77296, 1.77128, 1.76971, 1.76814, 1.76676, 1.76598], [1.8438, 1.77898, 1.77637, 1.7743, 1.77299, 1.77163, 1.77028, 1.7692, 1.76775, 1.76643, 1.76527, 1.76459]]",sigma_noise for nn_seq; also a multi-seed ensemble member
e0101s3,e0101,2026-08-13T11:14:32,nn_seq,"e0101 replicate, seed 3 -- seq noise-floor measurement",confirm,13,1.76477,0.02114,"[1.77262, 1.79356, 1.77464, 1.75057, 1.73244]",-0.16385,yes,,3.7,3,configs/e0101s3_seed.yaml,,0.7737,-0.583,"[[1.84013, 1.77641, 1.77406, 1.76975, 1.76765, 1.76503, 1.76343, 1.76119, 1.75846, 1.7559, 1.75386, 1.7526], [1.84428, 1.77757, 1.77029, 1.76861, 1.76781, 1.76516, 1.7637, 1.76164, 1.75995, 1.75772, 1.75592, 1.75488], [1.84274, 1.77702, 1.77394, 1.77195, 1.77105, 1.76917, 1.76771, 1.76606, 1.76429, 1.76273, 1.76114, 1.76032], [1.84963, 1.78313, 1.77987, 1.77828, 1.77651, 1.77367, 1.7728, 1.77169, 1.76969, 1.76829, 1.7671, 1.76637], [1.85305, 1.7803, 1.77678, 1.77407, 1.77334, 1.77149, 1.77019, 1.76943, 1.76768, 1.76652, 1.76543, 1.76477]]",sigma_noise for nn_seq; also a multi-seed ensemble member
e0102,e0100,2026-08-13T11:02:54,nn_seq,"backbone tcn -> causal transformer, 4 layers x 4 heads, ALiBi (no absolute positions)",confirm,13,1.76575,0.01892,"[1.77167, 1.79202, 1.77512, 1.75249, 1.73743]",-0.16287,yes,,9.8,0,configs/e0102_seq_xformer.yaml,,0.7728,-0.5639,"[[1.84378, 1.78869, 1.77909, 1.77353, 1.77173, 1.76874, 1.76698, 1.76558, 1.76367, 1.76223, 1.76093, 1.76023], [1.84244, 1.78515, 1.77733, 1.7739, 1.77026, 1.76848, 1.76693, 1.7655, 1.76429, 1.76297, 1.76172, 1.7611], [1.84679, 1.78788, 1.77902, 1.77663, 1.77443, 1.77151, 1.77056, 1.76958, 1.76809, 1.76677, 1.76566, 1.76506], [1.85269, 1.79181, 1.78642, 1.78013, 1.77884, 1.77639, 1.77535, 1.77382, 1.77273, 1.77151, 1.77064, 1.77003], [1.84799, 1.7908, 1.78102, 1.77629, 1.77555, 1.77353, 1.77261, 1.77105, 1.77011, 1.76889, 1.76811, 1.76752]]",third inductive bias for the blend; attention can pick out individual past days rather than averaging fixed windows
e0103,e0100,2026-08-13T11:14:32,nn_seq,"epochs 12 -> 30 (cosine schedule rescaled), everything else identical to e0100",confirm,13,1.76833,0.02112,"[1.77836, 1.79606, 1.77801, 1.75305, 1.73619]",-0.16029,yes,,21.1,0,configs/e0103_seq_long.yaml,,0.7797,-0.5385,"[[1.88624, 1.78814, 1.77872, 1.7752, 1.77273, 1.77107, 1.77056, 1.77031, 1.76943, 1.76735, 1.76698, 1.76505, 1.76567, 1.76426, 1.76375, 1.76298, 1.76189, 1.76133, 1.76081, 1.75933, 1.75864, 1.75803, 1.75743, 1.75659, 1.75589, 1.75539, 1.7549, 1.75463, 1.75435, 1.75419], [1.88391, 1.78519, 1.7788, 1.77498, 1.77227, 1.76965, 1.77007, 1.76832, 1.7688, 1.76725, 1.76687, 1.76501, 1.76578, 1.76426, 1.76352, 1.76286, 1.76235, 1.76184, 1.76137, 1.76008, 1.75934, 1.7588, 1.75834, 1.75758, 1.75696, 1.7565, 1.7559, 1.75569, 1.75542, 1.75535], [1.89048, 1.78702, 1.77961, 1.77844, 1.77552, 1.77426, 1.77332, 1.77212, 1.77151, 1.77075, 1.7706, 1.76909, 1.76915, 1.76807, 1.76749, 1.767, 1.76637, 1.7657, 1.76551, 1.76437, 1.76377, 1.76319, 1.76276, 1.7621, 1.76154, 1.76104, 1.76065, 1.76034, 1.76015, 1.76005], [1.89623, 1.79273, 1.78448, 1.78348, 1.77987, 1.77849, 1.77787, 1.77685, 1.77612, 1.77555, 1.77594, 1.77415, 1.77355, 1.77285, 1.7727, 1.77208, 1.77154, 1.77098, 1.77078, 1.76967, 1.76931, 1.76866, 1.76822, 1.7675, 1.76699, 1.76657, 1.76626, 1.76597, 1.76578, 1.76568], [1.8917, 1.79061, 1.78115, 1.77944, 1.77694, 1.77619, 1.77551, 1.77362, 1.77334, 1.77248, 1.77228, 1.77121, 1.77059, 1.7699, 1.76955, 1.76907, 1.76855, 1.76792, 1.7677, 1.76667, 1.76655, 1.76583, 1.76532, 1.76473, 1.76433, 1.76389, 1.76362, 1.76326, 1.76312, 1.763]]","is e0100 undertrained? cheapest boring explanation of the gap, so test it first"
e0104,e0100,2026-08-13T11:12:33,nn_seq,"d_model 128 -> 256, everything else identical to e0100",confirm,13,1.7679,0.02078,"[1.77749, 1.79485, 1.77729, 1.7549, 1.73497]",-0.16072,yes,,19.2,0,configs/e0104_seq_wide.yaml,,0.7768,-0.5408,"[[1.85025, 1.78977, 1.77977, 1.77455, 1.77234, 1.7685, 1.76752, 1.76576, 1.76394, 1.7624, 1.76087, 1.76013], [1.84854, 1.78912, 1.77857, 1.77441, 1.77209, 1.76891, 1.76822, 1.76667, 1.76469, 1.76289, 1.76169, 1.76098], [1.85051, 1.7897, 1.78228, 1.77706, 1.7749, 1.77191, 1.77132, 1.76927, 1.76795, 1.76635, 1.76523, 1.76458], [1.85287, 1.79623, 1.78421, 1.78183, 1.77886, 1.77724, 1.77607, 1.77389, 1.77292, 1.77142, 1.77039, 1.76975], [1.85393, 1.78695, 1.78319, 1.77796, 1.77645, 1.77367, 1.7726, 1.77075, 1.76968, 1.76831, 1.76737, 1.76675]]","capacity lever, isolated from the epoch lever"
e0105,e0101,2026-08-13T11:17:17,nn_seq,"GRU d_model 128 -> 256, everything else identical to e0101",confirm,13,1.76627,0.02121,"[1.77491, 1.79507, 1.77587, 1.75129, 1.7342]",-0.16235,yes,,6.4,0,configs/e0105_gru_wide.yaml,,0.7751,-0.575,"[[1.86087, 1.78311, 1.77715, 1.77586, 1.77287, 1.7684, 1.76618, 1.76318, 1.75914, 1.75491, 1.75102, 1.74844], [1.85914, 1.78271, 1.78057, 1.77341, 1.77083, 1.7686, 1.76597, 1.76372, 1.76053, 1.75724, 1.75393, 1.75196], [1.86427, 1.78352, 1.77989, 1.77899, 1.77398, 1.77224, 1.77013, 1.76779, 1.76477, 1.76204, 1.75936, 1.75752], [1.87297, 1.79034, 1.78365, 1.77991, 1.77913, 1.77705, 1.77476, 1.7726, 1.77012, 1.76786, 1.76537, 1.76386], [1.86667, 1.78548, 1.77988, 1.77768, 1.77577, 1.77379, 1.77255, 1.77038, 1.76845, 1.76615, 1.76419, 1.76279]]",capacity lever on the winning backbone
e0106,e0101,2026-08-13T11:19:36,nn_seq,"GRU epochs 12 -> 30 (cosine schedule rescaled), everything else identical to e0101",confirm,13,1.785,0.02777,"[1.8047, 1.81923, 1.79319, 1.76626, 1.74166]",-0.14361,yes,,8.7,0,configs/e0106_gru_long.yaml,,0.7729,-0.5642,"[[1.88222, 1.78347, 1.77381, 1.77183, 1.76996, 1.76876, 1.76817, 1.76734, 1.76617, 1.76487, 1.76389, 1.76207, 1.76094, 1.75968, 1.75784, 1.75542, 1.75227, 1.74944, 1.74581, 1.74115, 1.73672, 1.73173, 1.72687, 1.72197, 1.71777, 1.71432, 1.7112, 1.70964, 1.70829, 1.70762], [1.87922, 1.78047, 1.77332, 1.77072, 1.76894, 1.76851, 1.76763, 1.76649, 1.76611, 1.76506, 1.76436, 1.76328, 1.76211, 1.76036, 1.75878, 1.75686, 1.75472, 1.75238, 1.74928, 1.74585, 1.74235, 1.73867, 1.73473, 1.73103, 1.72772, 1.7249, 1.72252, 1.72094, 1.72007, 1.71954], [1.88473, 1.78146, 1.77605, 1.77527, 1.77286, 1.77191, 1.77116, 1.77092, 1.76981, 1.76863, 1.76833, 1.76669, 1.7662, 1.76458, 1.76322, 1.76155, 1.7597, 1.75769, 1.75525, 1.75227, 1.74955, 1.74637, 1.74334, 1.74016, 1.73744, 1.735, 1.73308, 1.73174, 1.73076, 1.73041], [1.889, 1.78701, 1.78261, 1.77861, 1.77748, 1.77639, 1.77576, 1.77487, 1.77459, 1.77385, 1.77378, 1.77258, 1.7722, 1.7705, 1.76964, 1.7684, 1.76693, 1.76534, 1.76366, 1.76139, 1.75948, 1.75709, 1.75488, 1.75262, 1.75046, 1.74869, 1.74713, 1.74609, 1.74538, 1.74508], [1.89073, 1.78351, 1.77701, 1.77564, 1.77496, 1.77399, 1.77292, 1.77199, 1.7716, 1.77132, 1.7708, 1.77008, 1.76957, 1.7682, 1.76749, 1.76667, 1.76553, 1.7641, 1.76298, 1.76116, 1.75967, 1.75799, 1.75611, 1.75445, 1.75303, 1.75159, 1.75043, 1.74959, 1.74907, 1.74888]]",training-length lever on the winning backbone; e0101 runs in 3.7 min so this is nearly free
e0107,e0101,2026-08-13T11:14:36,nn_seq,"+day-of-week sin/cos input channels, everything else identical to e0101",confirm,13,1.76509,0.02108,"[1.77324, 1.79376, 1.77489, 1.75043, 1.73313]",-0.16353,yes,,3.7,0,configs/e0107_gru_dow.yaml,,0.7725,-0.5842,"[[1.85936, 1.77782, 1.77312, 1.77005, 1.76858, 1.76489, 1.76335, 1.76137, 1.7584, 1.75568, 1.75346, 1.75235], [1.86285, 1.7773, 1.77197, 1.77157, 1.76723, 1.76596, 1.76365, 1.76212, 1.75997, 1.75757, 1.75568, 1.75474], [1.86572, 1.77929, 1.77505, 1.77284, 1.77167, 1.76949, 1.76819, 1.7664, 1.7645, 1.76285, 1.76125, 1.76033], [1.87396, 1.7822, 1.77879, 1.77806, 1.77552, 1.77426, 1.77332, 1.77133, 1.76961, 1.76819, 1.76682, 1.76607], [1.87269, 1.77844, 1.77618, 1.77436, 1.77271, 1.77175, 1.77085, 1.76909, 1.76766, 1.76642, 1.76535, 1.76462]]","only calendar feature with no extrapolation risk; DATA.md 5.2 says weekly seasonality is weak, so low prior"
e0108,e0101,2026-08-13T11:16:52,nn_seq,"GRU layers 2 -> 3, everything else identical to e0101",confirm,13,1.76479,0.02075,"[1.77285, 1.79267, 1.77501, 1.75013, 1.7333]",-0.16383,yes,,4.3,0,configs/e0108_gru_deep.yaml,,0.7731,-0.5795,"[[1.88864, 1.77987, 1.77372, 1.77257, 1.77007, 1.76628, 1.76523, 1.76292, 1.75978, 1.75719, 1.75497, 1.75354], [1.8911, 1.77922, 1.77244, 1.77091, 1.76912, 1.76644, 1.76484, 1.76303, 1.76091, 1.75867, 1.75674, 1.75567], [1.90029, 1.77936, 1.77632, 1.77392, 1.77193, 1.76986, 1.76904, 1.76714, 1.76518, 1.76361, 1.762, 1.76104], [1.91199, 1.78503, 1.7803, 1.77882, 1.77697, 1.77545, 1.77433, 1.77235, 1.77083, 1.76924, 1.76796, 1.7672], [1.90724, 1.7806, 1.77727, 1.77517, 1.77424, 1.77248, 1.77145, 1.76978, 1.76854, 1.76699, 1.76597, 1.76519]]","depth lever, isolated from width (e0105) and training length (e0106)"
e0110,e0101,2026-08-13T12:29:01,nn_seq,"+27 derived channels (7/30/90/365d window sums, active/buy days, recencies, geo3) -- 13 -> 40 channels",confirm,40,1.76595,0.02077,"[1.7745, 1.79361, 1.7757, 1.75216, 1.7338]",-0.16267,yes,,4.1,0,configs/e0110_gru_feat.yaml,,0.7704,-0.5858,"[[1.82395, 1.77608, 1.77216, 1.76998, 1.7672, 1.76478, 1.76297, 1.76064, 1.75753, 1.75407, 1.75074, 1.74892], [1.82194, 1.77514, 1.77163, 1.76926, 1.7669, 1.7652, 1.76368, 1.7621, 1.75982, 1.75752, 1.75562, 1.75455], [1.8282, 1.77704, 1.774, 1.77238, 1.77049, 1.76913, 1.7678, 1.76596, 1.76363, 1.76173, 1.75986, 1.75875], [1.83514, 1.78125, 1.77808, 1.7766, 1.77535, 1.77449, 1.77276, 1.77114, 1.76928, 1.7676, 1.76615, 1.76529], [1.83282, 1.77903, 1.77515, 1.77373, 1.77225, 1.77106, 1.77033, 1.76844, 1.76692, 1.7653, 1.76394, 1.7631]]","the scalable form of 'tabular features for the GRU': keeps dense per-day supervision, no absolute-time features"
e0111,e0101,2026-08-13T12:32:19,nn_seq,"backbone gru -> cnngru (4 dilated causal conv blocks -> 2-layer GRU), 13 channels",confirm,13,1.7662,0.02075,"[1.77323, 1.79482, 1.77599, 1.75233, 1.73463]",-0.16242,yes,,7.4,0,configs/e0111_cnngru.yaml,,0.7739,-0.5779,"[[1.83959, 1.78041, 1.77339, 1.77091, 1.76985, 1.76627, 1.7647, 1.7629, 1.75984, 1.75658, 1.75323, 1.75127], [1.84044, 1.77736, 1.77247, 1.7698, 1.76784, 1.76602, 1.76437, 1.76245, 1.75977, 1.75666, 1.75338, 1.75132], [1.84649, 1.77859, 1.77531, 1.77406, 1.77162, 1.76976, 1.76857, 1.76637, 1.76404, 1.76141, 1.75854, 1.75676], [1.85313, 1.78373, 1.77909, 1.77822, 1.77625, 1.77512, 1.77363, 1.77145, 1.76907, 1.76636, 1.76357, 1.76162], [1.85188, 1.77984, 1.77685, 1.77452, 1.77311, 1.77226, 1.77126, 1.7691, 1.7674, 1.7652, 1.76292, 1.76136]]","CNN front-end + GRU; the two lowest-correlated members of the seq family, composed"
e0112,e0101,2026-08-13T12:32:40,nn_seq,"cnngru backbone AND +27 derived channels (combination of e0110 and e0111, re-validated)",confirm,40,1.76579,0.02078,"[1.77371, 1.79403, 1.77542, 1.75173, 1.73404]",-0.16283,yes,,7.8,0,configs/e0112_cnngru_feat.yaml,,0.7707,-0.5868,"[[1.81185, 1.77664, 1.77267, 1.77172, 1.76869, 1.76549, 1.76489, 1.76282, 1.76037, 1.75733, 1.75432, 1.75234], [1.81012, 1.77493, 1.7709, 1.76966, 1.76936, 1.76626, 1.76471, 1.76299, 1.7605, 1.75775, 1.7548, 1.75272], [1.81388, 1.77867, 1.77392, 1.77397, 1.77139, 1.76995, 1.76893, 1.76729, 1.76516, 1.76311, 1.76085, 1.75938], [1.82018, 1.78273, 1.77923, 1.77691, 1.77586, 1.77492, 1.77375, 1.77208, 1.77044, 1.76861, 1.76649, 1.76517], [1.81697, 1.77903, 1.7761, 1.77481, 1.77342, 1.77213, 1.77115, 1.76968, 1.76822, 1.76643, 1.76471, 1.76348]]",combination experiment; keep only if it beats both e0110 and e0111
e0113,e0100,2026-08-13T12:34:04,nn_seq,+27 derived channels on the TCN backbone (isolates whether the channels help the family or only the GRU),confirm,40,1.7661,0.02028,"[1.77441, 1.79289, 1.77603, 1.75246, 1.73472]",-0.16252,yes,,9.2,0,configs/e0113_tcn_feat.yaml,,0.7731,-0.5527,"[[1.82958, 1.77755, 1.77421, 1.77092, 1.76805, 1.7662, 1.7659, 1.76432, 1.76299, 1.76181, 1.76081, 1.76035], [1.82899, 1.77511, 1.77079, 1.7708, 1.76778, 1.76725, 1.76547, 1.76471, 1.7636, 1.76256, 1.76153, 1.76108], [1.8315, 1.77951, 1.77502, 1.77297, 1.77109, 1.7705, 1.7696, 1.76886, 1.76742, 1.76643, 1.7655, 1.76499], [1.83646, 1.78534, 1.77875, 1.77762, 1.77616, 1.77515, 1.77441, 1.7732, 1.77215, 1.77134, 1.77045, 1.76996], [1.83319, 1.78052, 1.77659, 1.77462, 1.77298, 1.77217, 1.77117, 1.76983, 1.76901, 1.76804, 1.76729, 1.76679]]",control for e0110
e0114,e0101,2026-08-13T12:55:40,nn_seq,+5 cross-sectional rank channels (rank within the day's population of gmv30/ord30/days30/recency/geo3),confirm,18,1.76563,0.02111,"[1.7744, 1.7936, 1.77557, 1.75178, 1.7328]",-0.16299,yes,,4.3,0,configs/e0114_gru_rank.yaml,,0.774,-0.5807,"[[1.85241, 1.77556, 1.77225, 1.77015, 1.76799, 1.7642, 1.7629, 1.76045, 1.75748, 1.75446, 1.75186, 1.75042], [1.85485, 1.77558, 1.7706, 1.76862, 1.76781, 1.7653, 1.76327, 1.76154, 1.75907, 1.75679, 1.75476, 1.7536], [1.85928, 1.77926, 1.77453, 1.77216, 1.77028, 1.76901, 1.76765, 1.76611, 1.76376, 1.76183, 1.76015, 1.75919], [1.86875, 1.78188, 1.77749, 1.77641, 1.77588, 1.77348, 1.77276, 1.77109, 1.76917, 1.76762, 1.76612, 1.76537], [1.86544, 1.7783, 1.77507, 1.77425, 1.77228, 1.77114, 1.77027, 1.76864, 1.76719, 1.76569, 1.76458, 1.76386]]",the only family a per-user sequence model provably cannot build for itself
e0115,e0101,2026-08-13T13:20:26,nn_seq,supervise every 7th day instead of every day (train_stride=7) -- prices the dense-supervision advantage,confirm,13,1.7647,0.02084,"[1.77258, 1.79304, 1.77452, 1.75032, 1.73302]",-0.16392,yes,,3.6,0,configs/e0115_gru_stride7.yaml,,0.7726,-0.5829,"[[1.85066, 1.77943, 1.77288, 1.77131, 1.76908, 1.76602, 1.76466, 1.76246, 1.75997, 1.75786, 1.75586, 1.7548], [1.85501, 1.775, 1.77369, 1.77, 1.76756, 1.76595, 1.7638, 1.76239, 1.75996, 1.7579, 1.75607, 1.75524], [1.85983, 1.77951, 1.77499, 1.77372, 1.77183, 1.76995, 1.7691, 1.76711, 1.76516, 1.7636, 1.76194, 1.76113], [1.86495, 1.78365, 1.77847, 1.77789, 1.77563, 1.77433, 1.77281, 1.77117, 1.76947, 1.7681, 1.76679, 1.76601], [1.85967, 1.7779, 1.7753, 1.77466, 1.77248, 1.77181, 1.77069, 1.76892, 1.76776, 1.76637, 1.76544, 1.76476]]",not a candidate model; a measurement of what the seq approach's structural advantage is worth
